seq,orderid,orderdate,shipdate,customerid,productid,quantity,discount
230,US-2015-1454362,2015-02-28 12:14:20,2015-03-04 12:14:20,VD-21670,FUR-CH-10004477,8,0.20
231,US-2014-1562161,2014-09-13 14:44:03,2014-09-17 14:44:03,EA-14035,OFF-BI-10001679,7,0.70
232,US-2017-1009301,2017-04-07 10:35:29,2017-04-12 10:35:29,CS-12400,FUR-TA-10001705,2,0.45
233,US-2017-1009302,2017-04-07 11:49:16,2017-04-12 11:49:16,CS-12400,FUR-TA-10003473,3,0.45
234,US-2017-1009303,2017-04-07 12:05:35,2017-04-12 12:05:35,CS-12400,OFF-BI-10001679,2,0.70
235,US-2017-1009304,2017-04-07 13:38:00,2017-04-12 13:38:00,CS-12400,FUR-FU-10004017,3,0.20
236,US-2017-1009305,2017-04-07 14:05:23,2017-04-12 14:05:23,CS-12400,TEC-AC-10003832,3,0.20
237,CA-2017-1605141,2017-11-12 11:04:29,2017-11-16 11:04:29,DB-13120,OFF-PA-10002479,2,0.00
238,CA-2016-1577491,2016-06-04 09:35:20,2016-06-09 09:35:20,KL-16645,OFF-PA-10003349,5,0.20
239,CA-2016-1577492,2016-06-04 10:03:56,2016-06-09 10:03:56,KL-16645,FUR-FU-10000576,5,0.60
240,CA-2016-1577493,2016-06-04 11:47:09,2016-06-09 11:47:09,KL-16645,FUR-FU-10004351,3,0.60
241,CA-2016-1577494,2016-06-04 12:38:14,2016-06-09 12:38:14,KL-16645,TEC-PH-10000011,2,0.20
242,CA-2016-1577495,2016-06-04 13:59:10,2016-06-09 13:59:10,KL-16645,FUR-TA-10002607,5,0.50
243,CA-2016-1577496,2016-06-04 14:46:53,2016-06-09 14:46:53,KL-16645,FUR-FU-10002505,3,0.60
244,CA-2016-1577497,2016-06-04 15:12:43,2016-06-09 15:12:43,KL-16645,OFF-AR-10004685,2,0.20
245,CA-2014-1319261,2014-06-01 01:56:35,2014-06-06 01:56:35,DW-13480,FUR-CH-10004063,7,0.00
246,CA-2014-1319262,2014-06-01 02:45:06,2014-06-06 02:45:06,DW-13480,OFF-ST-10002276,2,0.00
247,CA-2014-1319263,2014-06-01 03:01:56,2014-06-06 03:01:56,DW-13480,OFF-PA-10004082,6,0.00
248,CA-2014-1319264,2014-06-01 04:08:13,2014-06-06 04:08:13,DW-13480,OFF-AP-10002945,5,0.00
249,CA-2014-1319265,2014-06-01 05:45:59,2014-06-06 05:45:59,DW-13480,OFF-PA-10000061,4,0.00
250,CA-2016-1547391,2016-12-10 01:43:24,2016-12-15 01:43:24,LH-17155,FUR-CH-10002965,2,0.20
251,CA-2016-1456251,2016-09-11 02:06:10,2016-09-17 02:06:10,KC-16540,OFF-PA-10004569,1,0.00
252,CA-2016-1456252,2016-09-11 03:56:53,2016-09-17 03:56:53,KC-16540,TEC-AC-10003832,13,0.00
253,CA-2016-1469411,2016-12-10 05:28:29,2016-12-13 05:28:29,DL-13315,OFF-ST-10001228,6,0.00
254,CA-2016-1469412,2016-12-10 06:43:24,2016-12-13 06:43:24,DL-13315,OFF-EN-10003296,4,0.00
255,US-2015-1599821,2015-11-28 05:07:25,2015-12-04 05:07:25,DR-12880,FUR-FU-10002505,9,0.60
256,US-2015-1599822,2015-11-28 06:25:31,2015-12-04 06:25:31,DR-12880,OFF-ST-10004804,2,0.20
257,US-2015-1599823,2015-11-28 07:39:27,2015-12-04 07:39:27,DR-12880,OFF-ST-10001590,5,0.20
258,US-2015-1599824,2015-11-28 08:08:44,2015-12-04 08:08:44,DR-12880,TEC-PH-10001580,6,0.20
259,CA-2017-1631391,2017-12-01 00:48:44,2017-12-03 00:48:44,CC-12670,TEC-AC-10000290,3,0.00
260,CA-2017-1631392,2017-12-01 01:03:36,2017-12-03 01:03:36,CC-12670,OFF-ST-10002790,3,0.00
261,CA-2017-1631393,2017-12-01 02:47:44,2017-12-03 02:47:44,CC-12670,OFF-BI-10003460,5,0.20
262,US-2017-1552991,2017-06-08 12:59:27,2017-06-12 12:59:27,Dl-13600,OFF-AP-10002203,2,0.80
263,US-2014-1069921,2014-09-19 08:23:15,2014-09-21 08:23:15,SB-20290,TEC-MA-10000822,3,0.40
264,US-2014-1069922,2014-09-19 09:58:25,2014-09-21 09:58:25,SB-20290,TEC-MA-10003353,7,0.40
265,CA-2016-1253181,2016-06-06 12:14:41,2016-06-13 12:14:41,RC-19825,TEC-PH-10001433,4,0.20
266,CA-2015-1550401,2015-11-10 01:04:46,2015-11-15 01:04:46,AH-10210,TEC-AC-10004469,2,0.00
267,CA-2017-1368261,2017-06-16 02:13:41,2017-06-20 02:13:41,CB-12535,OFF-AR-10003602,3,0.20
268,CA-2016-1110101,2016-01-22 02:45:48,2016-01-28 02:45:48,PG-18895,OFF-FA-10003472,6,0.00
269,US-2017-1453661,2017-12-09 10:07:50,2017-12-13 10:07:50,CA-12310,OFF-ST-10004180,1,0.20
270,US-2017-1453662,2017-12-09 11:54:19,2017-12-13 11:54:19,CA-12310,OFF-EN-10004386,3,0.20
271,CA-2017-1639791,2017-12-28 00:12:03,2018-01-02 00:12:03,KH-16690,OFF-ST-10003208,4,0.00
272,CA-2015-1553341,2015-07-30 02:17:35,2015-07-31 02:17:35,HA-14920,TEC-AC-10003628,7,0.00
273,CA-2015-1553342,2015-07-30 03:41:29,2015-07-31 03:41:29,HA-14920,FUR-FU-10003274,3,0.00
274,CA-2015-1553343,2015-07-30 04:47:36,2015-07-31 04:47:36,HA-14920,OFF-BI-10002557,3,0.20
275,CA-2017-1181361,2017-09-16 02:00:21,2017-09-17 02:00:21,BB-10990,OFF-PA-10002615,2,0.00
276,CA-2017-1181362,2017-09-16 03:07:37,2017-09-17 03:07:37,BB-10990,OFF-AR-10001427,1,0.00
277,CA-2017-1329761,2017-10-13 10:37:09,2017-10-17 10:37:09,AG-10495,OFF-PA-10000673,2,0.20
278,CA-2017-1329762,2017-10-13 11:19:24,2017-10-17 11:19:24,AG-10495,OFF-PA-10004470,4,0.20
279,CA-2017-1329763,2017-10-13 12:28:14,2017-10-17 12:28:14,AG-10495,OFF-ST-10000876,6,0.20
280,CA-2017-1329764,2017-10-13 13:55:41,2017-10-17 13:55:41,AG-10495,OFF-LA-10002043,3,0.20
281,US-2015-1619911,2015-09-26 04:52:55,2015-09-28 04:52:55,SC-20725,OFF-BI-10004967,5,0.80
282,US-2015-1619912,2015-09-26 05:13:40,2015-09-28 05:13:40,SC-20725,TEC-PH-10001760,7,0.20
283,CA-2015-1308901,2015-11-02 04:48:47,2015-11-06 04:48:47,JO-15280,FUR-TA-10002903,5,0.20
284,CA-2015-1308831,2015-09-26 07:30:40,2015-10-02 07:30:40,TB-21520,OFF-PA-10000474,5,0.20
285,CA-2015-1308832,2015-09-26 08:52:34,2015-10-02 08:52:34,TB-21520,TEC-AC-10001956,5,0.20
286,CA-2015-1308833,2015-09-26 09:37:43,2015-10-02 09:37:43,TB-21520,OFF-PA-10004100,6,0.20
287,CA-2016-1126971,2016-12-18 04:50:01,2016-12-20 04:50:01,AH-10195,OFF-BI-10000778,7,0.70
288,CA-2016-1126972,2016-12-18 05:04:09,2016-12-20 05:04:09,AH-10195,OFF-AP-10002684,2,0.20
289,CA-2016-1126973,2016-12-18 06:42:05,2016-12-20 06:42:05,AH-10195,OFF-SU-10000646,5,0.20
290,CA-2016-1107721,2016-11-20 01:48:07,2016-11-24 01:48:07,NZ-18565,OFF-FA-10002983,7,0.20
291,CA-2016-1107722,2016-11-20 02:41:56,2016-11-24 02:41:56,NZ-18565,OFF-LA-10004689,8,0.20
292,CA-2016-1107723,2016-11-20 03:49:18,2016-11-24 03:49:18,NZ-18565,TEC-AC-10002001,2,0.20
293,CA-2016-1107724,2016-11-20 04:39:18,2016-11-24 04:39:18,NZ-18565,FUR-BO-10004709,3,0.50
294,CA-2014-1114511,2014-12-26 10:43:31,2014-12-28 10:43:31,KL-16555,FUR-FU-10004091,8,0.20
295,CA-2014-1114512,2014-12-26 11:39:52,2014-12-28 11:39:52,KL-16555,FUR-CH-10001891,3,0.20
296,CA-2014-1114513,2014-12-26 12:10:56,2014-12-28 12:10:56,KL-16555,FUR-FU-10002918,3,0.20
297,CA-2014-1114514,2014-12-26 13:56:11,2014-12-28 13:56:11,KL-16555,OFF-BI-10004593,5,0.70
298,CA-2014-1114515,2014-12-26 14:04:52,2014-12-28 14:04:52,KL-16555,OFF-FA-10004854,3,0.20
299,CA-2016-1425451,2016-10-28 06:00:57,2016-11-03 06:00:57,JD-15895,OFF-PA-10002105,5,0.00
300,CA-2016-1425452,2016-10-28 07:09:13,2016-11-03 07:09:13,JD-15895,OFF-ST-10002756,8,0.00
301,CA-2016-1425453,2016-10-28 08:02:00,2016-11-03 08:02:00,JD-15895,OFF-PA-10004243,3,0.00
302,CA-2016-1425454,2016-10-28 09:00:11,2016-11-03 09:00:11,JD-15895,FUR-FU-10001861,4,0.00
303,CA-2016-1425455,2016-10-28 10:43:44,2016-11-03 10:43:44,JD-15895,OFF-BI-10002706,1,0.00
304,US-2017-1523801,2017-11-19 09:02:57,2017-11-23 09:02:57,JH-15910,FUR-TA-10002533,3,0.50
305,CA-2015-1442531,2015-05-04 01:09:36,2015-05-09 01:09:36,AS-10225,FUR-FU-10002671,2,0.00
306,CA-2014-1309601,2014-12-30 04:43:24,2015-01-04 04:43:24,KB-16600,OFF-AR-10003651,3,0.00
307,CA-2014-1110031,2014-06-01 04:24:58,2014-06-06 04:24:58,CR-12625,OFF-BI-10001072,3,0.00
308,CA-2014-1110032,2014-06-01 05:40:46,2014-06-06 05:40:46,CR-12625,OFF-AR-10002135,6,0.00
309,CA-2017-1267741,2017-04-15 00:28:20,2017-04-17 00:28:20,SH-20395,OFF-AR-10002804,1,0.00
310,CA-2016-1429021,2016-09-12 02:04:39,2016-09-14 02:04:39,BP-11185,FUR-FU-10001918,4,0.20
311,CA-2016-1429022,2016-09-12 03:22:11,2016-09-14 03:22:11,BP-11185,FUR-CH-10004086,2,0.20
312,CA-2016-1429023,2016-09-12 04:49:16,2016-09-14 04:49:16,BP-11185,FUR-FU-10001756,1,0.20
313,CA-2016-1429024,2016-09-12 05:33:34,2016-09-14 05:33:34,BP-11185,OFF-LA-10000634,3,0.20
314,CA-2014-1208871,2014-09-27 02:23:02,2014-10-03 02:23:02,TS-21205,FUR-FU-10001588,3,0.00
315,CA-2014-1678501,2014-08-09 00:03:49,2014-08-16 00:03:49,AG-10525,TEC-PH-10002398,2,0.20
316,CA-2014-1678502,2014-08-09 01:05:09,2014-08-16 01:05:09,AG-10525,OFF-PA-10001937,3,0.20
317,CA-2014-1642591,2014-12-28 10:59:07,2014-12-30 10:59:07,SP-20860,OFF-AR-10003373,4,0.20
318,CA-2014-1649731,2014-11-04 14:29:47,2014-11-09 14:29:47,NM-18445,FUR-CH-10002602,1,0.10
319,CA-2014-1649732,2014-11-04 15:45:21,2014-11-09 15:45:21,NM-18445,TEC-MA-10002927,2,0.00
320,CA-2014-1649733,2014-11-04 16:21:48,2014-11-09 16:21:48,NM-18445,TEC-PH-10004093,6,0.00
321,CA-2014-1649734,2014-11-04 17:00:40,2014-11-09 17:00:40,NM-18445,TEC-AC-10000892,4,0.00
322,CA-2014-1649735,2014-11-04 18:39:18,2014-11-09 18:39:18,NM-18445,OFF-ST-10002974,1,0.00
323,CA-2014-1566011,2014-09-19 03:00:54,2014-09-24 03:00:54,FA-14230,OFF-FA-10000624,2,0.00
324,CA-2016-1621381,2016-04-23 09:19:55,2016-04-27 09:19:55,GK-14620,OFF-BI-10004593,6,0.20
325,CA-2016-1621382,2016-04-23 10:28:00,2016-04-27 10:28:00,GK-14620,TEC-AC-10001908,1,0.00
326,CA-2017-1533391,2017-11-03 09:23:44,2017-11-05 09:23:44,DJ-13510,FUR-FU-10001967,1,0.20
327,US-2016-1415441,2016-08-30 02:29:25,2016-09-01 02:29:25,PO-18850,TEC-PH-10003645,3,0.40
328,US-2016-1415442,2016-08-30 03:31:21,2016-09-01 03:31:21,PO-18850,OFF-ST-10000675,2,0.20
329,US-2016-1415443,2016-08-30 04:13:47,2016-09-01 04:13:47,PO-18850,FUR-CH-10003312,4,0.30
330,US-2016-1415444,2016-08-30 05:19:28,2016-09-01 05:19:28,PO-18850,OFF-LA-10001074,10,0.20
331,US-2016-1415445,2016-08-30 06:46:15,2016-09-01 06:46:15,PO-18850,OFF-BI-10001524,6,0.70
332,US-2016-1501471,2016-04-25 02:53:20,2016-04-29 02:53:20,JL-15850,TEC-PH-10004614,2,0.40
333,US-2016-1501472,2016-04-25 03:52:08,2016-04-29 03:52:08,JL-15850,OFF-BI-10001153,2,0.70
334,US-2016-1501473,2016-04-25 04:56:29,2016-04-29 04:56:29,JL-15850,OFF-BI-10001982,3,0.70
335,CA-2015-1379461,2015-09-01 07:08:42,2015-09-04 07:08:42,DB-13615,OFF-BI-10001922,1,0.20
336,CA-2015-1379462,2015-09-01 08:49:15,2015-09-04 08:49:15,DB-13615,TEC-CO-10001449,2,0.20
337,CA-2015-1379463,2015-09-01 09:02:16,2015-09-04 09:02:16,DB-13615,OFF-BI-10004140,4,0.20
338,CA-2014-1299241,2014-07-12 13:23:29,2014-07-17 13:23:29,AC-10420,OFF-BI-10003314,2,0.20
339,CA-2014-1299242,2014-07-12 14:58:31,2014-07-17 14:58:31,AC-10420,FUR-TA-10004575,3,0.20
340,CA-2015-1281671,2015-06-22 04:29:33,2015-06-26 04:29:33,KL-16645,OFF-FA-10000490,4,0.00
341,CA-2014-1223361,2014-04-13 12:15:44,2014-04-17 12:15:44,JD-15895,OFF-AR-10000122,4,0.20
342,CA-2014-1223362,2014-04-13 13:31:10,2014-04-17 13:31:10,JD-15895,OFF-BI-10003656,10,0.70
343,CA-2014-1223363,2014-04-13 14:13:57,2014-04-17 14:13:57,JD-15895,OFF-FA-10002780,13,0.20
344,CA-2014-1223364,2014-04-13 15:48:14,2014-04-17 15:48:14,JD-15895,TEC-PH-10000702,12,0.40
345,US-2015-1207121,2015-12-20 10:33:50,2015-12-24 10:33:50,CS-12130,OFF-ST-10000107,4,0.20
346,CA-2017-1699011,2017-06-15 01:54:04,2017-06-19 01:54:04,CC-12550,TEC-PH-10002293,3,0.20
347,CA-2017-1343061,2017-07-08 00:45:22,2017-07-12 00:45:22,TD-20995,OFF-AR-10004027,3,0.00
348,CA-2017-1343062,2017-07-08 01:35:13,2017-07-12 01:35:13,TD-20995,OFF-PA-10000249,2,0.00
349,CA-2017-1343063,2017-07-08 02:09:45,2017-07-12 02:09:45,TD-20995,OFF-AR-10001374,2,0.00
350,CA-2016-1297141,2016-09-01 02:35:57,2016-09-03 02:35:57,AB-10060,TEC-AC-10000290,1,0.00
351,CA-2016-1297142,2016-09-01 03:38:31,2016-09-03 03:38:31,AB-10060,OFF-PA-10001970,2,0.00
352,CA-2016-1297143,2016-09-01 04:44:19,2016-09-03 04:44:19,AB-10060,OFF-BI-10002160,1,0.20
353,CA-2016-1297144,2016-09-01 05:05:47,2016-09-03 05:05:47,AB-10060,OFF-PA-10001970,4,0.00
354,CA-2016-1297145,2016-09-01 06:10:13,2016-09-03 06:10:13,AB-10060,OFF-BI-10004995,4,0.20
355,CA-2016-1385201,2016-04-08 09:04:22,2016-04-13 09:04:22,JL-15505,FUR-BO-10002268,6,0.20
356,CA-2016-1385202,2016-04-08 10:52:17,2016-04-13 10:52:17,JL-15505,OFF-EN-10001137,2,0.00
357,CA-2016-1385203,2016-04-08 11:44:34,2016-04-13 11:44:34,JL-15505,OFF-AR-10002399,4,0.00
358,CA-2016-1385204,2016-04-08 12:00:15,2016-04-13 12:00:15,JL-15505,OFF-PA-10002713,5,0.00
359,CA-2016-1300011,2016-04-23 07:36:24,2016-04-28 07:36:24,HK-14890,OFF-PA-10002666,5,0.20
360,CA-2017-1556981,2017-03-08 00:11:59,2017-03-11 00:11:59,VB-21745,OFF-AP-10001124,8,0.00
361,CA-2017-1556982,2017-03-08 01:12:25,2017-03-11 01:12:25,VB-21745,OFF-LA-10001158,2,0.00
362,CA-2017-1449041,2017-09-25 06:56:28,2017-10-01 06:56:28,KW-16435,OFF-LA-10001158,2,0.00
363,CA-2017-1449042,2017-09-25 07:35:30,2017-10-01 07:35:30,KW-16435,FUR-CH-10000785,3,0.10
364,CA-2017-1449043,2017-09-25 08:23:18,2017-10-01 08:23:18,KW-16435,OFF-AR-10003732,2,0.00
365,CA-2017-1449044,2017-09-25 09:45:43,2017-10-01 09:45:43,KW-16435,FUR-FU-10000023,8,0.00
366,CA-2014-1233441,2014-09-24 02:31:34,2014-09-29 02:31:34,JD-16060,OFF-ST-10001713,4,0.00
367,CA-2016-1555161,2016-10-21 13:44:04,2016-10-21 13:44:04,MK-17905,OFF-BI-10002412,4,0.00
368,CA-2016-1555162,2016-10-21 14:42:47,2016-10-21 14:42:47,MK-17905,OFF-SU-10001225,2,0.00
369,CA-2016-1555163,2016-10-21 15:42:10,2016-10-21 15:42:10,MK-17905,OFF-ST-10002406,7,0.00
370,CA-2016-1555164,2016-10-21 16:08:02,2016-10-21 16:08:02,MK-17905,FUR-BO-10002545,4,0.00
371,CA-2017-1047451,2017-05-29 13:44:57,2017-06-04 13:44:57,GT-14755,OFF-PA-10002036,5,0.20
372,CA-2017-1047452,2017-05-29 14:38:41,2017-06-04 14:38:41,GT-14755,OFF-ST-10002205,3,0.20
373,US-2014-1191371,2014-07-23 00:45:48,2014-07-27 00:45:48,AG-10900,OFF-BI-10001982,5,0.70
374,US-2014-1191372,2014-07-23 01:22:34,2014-07-27 01:22:34,AG-10900,TEC-AC-10003911,8,0.20
375,US-2014-1191373,2014-07-23 02:55:03,2014-07-27 02:55:03,AG-10900,OFF-AR-10000658,1,0.20
376,US-2014-1191374,2014-07-23 03:12:44,2014-07-27 03:12:44,AG-10900,TEC-AC-10002076,10,0.20
377,US-2016-1346561,2016-09-28 05:13:04,2016-10-01 05:13:04,MM-18280,OFF-PA-10003039,4,0.20
378,US-2017-1344811,2017-08-27 14:29:39,2017-09-01 14:29:39,AR-10405,FUR-TA-10004915,7,0.30
379,CA-2015-1307921,2015-04-28 00:15:31,2015-05-05 00:15:31,RA-19915,OFF-AP-10000696,3,0.80
380,CA-2015-1307922,2015-04-28 01:22:31,2015-05-05 01:22:31,RA-19915,OFF-ST-10003327,3,0.20
381,CA-2015-1307923,2015-04-28 02:57:09,2015-05-05 02:57:09,RA-19915,OFF-BI-10000309,4,0.80
382,CA-2016-1347751,2016-10-28 10:05:29,2016-10-29 10:05:29,AS-10285,OFF-PA-10004734,7,0.00
383,CA-2016-1347752,2016-10-28 11:02:23,2016-10-29 11:02:23,AS-10285,OFF-BI-10002225,3,0.20
384,CA-2015-1253951,2015-06-26 01:58:19,2015-06-29 01:58:19,LA-16780,TEC-AC-10004708,2,0.00
385,US-2015-1689351,2015-11-27 13:59:45,2015-12-02 13:59:45,DO-13435,FUR-TA-10000617,3,0.45
386,US-2015-1689352,2015-11-27 14:51:50,2015-12-02 14:51:50,DO-13435,TEC-AC-10002335,3,0.20
387,CA-2015-1227561,2015-12-03 03:43:08,2015-12-07 03:43:08,DK-13225,TEC-MA-10001681,4,0.70
388,CA-2015-1227562,2015-12-03 04:16:20,2015-12-07 04:16:20,DK-13225,FUR-FU-10001935,1,0.20
389,CA-2014-1159731,2014-11-24 07:10:28,2014-11-26 07:10:28,NG-18430,OFF-AR-10004757,1,0.20
390,CA-2017-1017981,2017-12-11 04:35:17,2017-12-15 04:35:17,MV-18190,OFF-BI-10000050,4,0.20
391,CA-2017-1017982,2017-12-11 05:01:08,2017-12-15 05:01:08,MV-18190,TEC-AC-10001998,2,0.00
392,US-2014-1359721,2014-09-21 08:22:06,2014-09-23 08:22:06,JG-15115,TEC-PH-10003012,2,0.20
393,US-2014-1359722,2014-09-21 09:34:45,2014-09-23 09:34:45,JG-15115,TEC-CO-10002313,3,0.00
394,US-2014-1349711,2014-06-07 04:00:20,2014-06-10 04:00:20,BP-11095,OFF-BI-10003982,3,0.80
395,CA-2017-1029461,2017-06-30 02:33:44,2017-07-05 02:33:44,VP-21730,OFF-BI-10004492,3,0.20
396,CA-2017-1656031,2017-10-17 11:21:41,2017-10-19 11:21:41,SS-20140,OFF-ST-10000798,2,0.00
397,CA-2017-1656032,2017-10-17 12:51:43,2017-10-19 12:51:43,SS-20140,OFF-PA-10002552,2,0.00
398,CA-2015-1222591,2015-10-31 14:34:23,2015-11-04 14:34:23,HP-14815,OFF-SU-10002573,4,0.00
399,CA-2016-1089871,2016-09-08 11:46:31,2016-09-10 11:46:31,AG-10675,OFF-ST-10001580,3,0.20
400,CA-2016-1089872,2016-09-08 12:00:01,2016-09-10 12:00:01,AG-10675,FUR-BO-10004834,4,0.32
401,CA-2016-1089873,2016-09-08 13:36:36,2016-09-10 13:36:36,AG-10675,OFF-ST-10000934,4,0.20
402,CA-2016-1089874,2016-09-08 14:46:41,2016-09-10 14:46:41,AG-10675,TEC-AC-10000158,2,0.20
403,CA-2014-1131661,2014-12-24 14:46:27,2014-12-26 14:46:27,LF-17185,OFF-PA-10001947,2,0.20
404,CA-2014-1552081,2014-04-16 14:12:33,2014-04-20 14:12:33,SP-20650,OFF-AR-10003478,6,0.20
405,CA-2017-1179331,2017-12-24 03:21:01,2017-12-29 03:21:01,RF-19840,OFF-AP-10004249,3,0.00
406,CA-2017-1174571,2017-12-08 08:23:26,2017-12-12 08:23:26,KH-16510,TEC-AC-10000158,5,0.00
407,CA-2017-1174572,2017-12-08 09:40:01,2017-12-12 09:40:01,KH-16510,TEC-CO-10004115,3,0.20
408,CA-2017-1174573,2017-12-08 10:07:52,2017-12-12 10:07:52,KH-16510,OFF-PA-10003724,5,0.00
409,CA-2017-1174574,2017-12-08 11:15:08,2017-12-12 11:15:08,KH-16510,FUR-TA-10002041,7,0.20
410,CA-2017-1174575,2017-12-08 12:46:32,2017-12-12 12:46:32,KH-16510,OFF-PA-10002893,1,0.00
411,CA-2017-1174576,2017-12-08 13:48:51,2017-12-12 13:48:51,KH-16510,OFF-LA-10003766,9,0.00
412,CA-2017-1174577,2017-12-08 14:20:14,2017-12-12 14:20:14,KH-16510,OFF-PA-10001970,1,0.00
413,CA-2017-1174578,2017-12-08 15:30:08,2017-12-12 15:30:08,KH-16510,FUR-BO-10001972,13,0.15
414,CA-2017-1174579,2017-12-08 16:25:08,2017-12-12 16:25:08,KH-16510,FUR-CH-10003956,2,0.20
415,CA-2017-1426361,2017-11-03 14:11:28,2017-11-07 14:11:28,KC-16675,OFF-PA-10000157,7,0.00
416,CA-2017-1426362,2017-11-03 15:55:28,2017-11-07 15:55:28,KC-16675,FUR-CH-10001891,4,0.20
417,CA-2017-1221051,2017-06-24 06:13:27,2017-06-28 06:13:27,CJ-12010,OFF-AR-10004344,8,0.00
418,CA-2016-1487961,2016-04-14 12:47:44,2016-04-18 12:47:44,PB-19150,FUR-CH-10004886,5,0.20
419,CA-2017-1548161,2017-11-06 10:51:09,2017-11-10 10:51:09,VB-21745,OFF-PA-10003845,1,0.00
420,CA-2017-1104781,2017-03-04 01:06:00,2017-03-09 01:06:00,SP-20860,OFF-AR-10001573,4,0.00
421,CA-2017-1104782,2017-03-04 02:32:48,2017-03-09 02:32:48,SP-20860,OFF-EN-10000483,1,0.00
422,CA-2014-1420481,2014-06-22 07:22:03,2014-06-25 07:22:03,JE-15745,TEC-AC-10004114,6,0.20
423,CA-2017-1253881,2017-10-19 08:34:52,2017-10-23 08:34:52,MP-17965,FUR-FU-10004712,4,0.00
424,CA-2017-1253882,2017-10-19 09:52:45,2017-10-23 09:52:45,MP-17965,OFF-ST-10000918,3,0.00
425,CA-2017-1557051,2017-08-21 05:54:58,2017-08-23 05:54:58,NF-18385,FUR-CH-10000015,4,0.00
426,CA-2017-1491601,2017-11-23 01:49:52,2017-11-26 01:49:52,JM-15265,FUR-FU-10003347,2,0.00
427,CA-2017-1491602,2017-11-23 02:49:35,2017-11-26 02:49:35,JM-15265,OFF-BI-10001543,8,0.00
428,CA-2014-1014761,2014-09-12 08:39:16,2014-09-13 08:39:16,SD-20485,TEC-MA-10000029,1,0.00
429,CA-2017-1522751,2017-10-01 10:12:57,2017-10-08 10:12:57,KH-16630,OFF-AR-10000369,6,0.20
430,US-2016-1237501,2016-04-15 05:29:55,2016-04-21 05:29:55,RB-19795,OFF-BI-10004584,2,0.70
431,US-2016-1237502,2016-04-15 06:59:21,2016-04-21 06:59:21,RB-19795,TEC-AC-10004659,7,0.20
432,US-2016-1237503,2016-04-15 07:15:49,2016-04-21 07:15:49,RB-19795,TEC-AC-10004659,5,0.20
433,US-2016-1237504,2016-04-15 08:16:09,2016-04-21 08:16:09,RB-19795,OFF-ST-10000617,2,0.20
434,CA-2016-1273691,2016-06-06 11:46:30,2016-06-07 11:46:30,DB-13060,OFF-ST-10003306,5,0.00
435,US-2014-1505741,2014-12-19 11:05:54,2014-12-25 11:05:54,MK-18160,OFF-BI-10000773,2,0.70
436,US-2014-1505742,2014-12-19 12:03:26,2014-12-25 12:03:26,MK-18160,TEC-AC-10002600,5,0.20
437,CA-2016-1473751,2016-06-12 14:12:11,2016-06-14 14:12:11,PO-19180,TEC-MA-10002937,3,0.30
438,CA-2016-1473752,2016-06-12 15:48:27,2016-06-14 15:48:27,PO-19180,OFF-PA-10001970,7,0.20
439,CA-2017-1300431,2017-09-15 12:27:35,2017-09-19 12:27:35,BB-11545,OFF-PA-10002230,8,0.20
440,CA-2017-1572521,2017-01-20 08:27:08,2017-01-23 08:27:08,CV-12805,FUR-CH-10003396,3,0.10
441,CA-2016-1157561,2016-09-05 10:52:13,2016-09-07 10:52:13,PK-19075,FUR-FU-10000246,1,0.00
442,CA-2016-1157562,2016-09-05 11:31:09,2016-09-07 11:31:09,PK-19075,OFF-ST-10000060,3,0.00
443,CA-2016-1157563,2016-09-05 12:19:41,2016-09-07 12:19:41,PK-19075,OFF-ST-10003058,3,0.00
444,CA-2016-1157564,2016-09-05 13:28:22,2016-09-07 13:28:22,PK-19075,OFF-PA-10002222,4,0.00
445,CA-2016-1157565,2016-09-05 14:58:03,2016-09-07 14:58:03,PK-19075,FUR-CH-10002372,3,0.00
446,CA-2016-1157566,2016-09-05 15:14:10,2016-09-07 15:14:10,PK-19075,OFF-LA-10001317,7,0.00
447,CA-2017-1542141,2017-03-20 13:57:53,2017-03-25 13:57:53,TB-21595,FUR-FU-10000206,1,0.00
448,CA-2016-1666741,2016-04-01 11:03:18,2016-04-03 11:03:18,RB-19360,OFF-AR-10000588,3,0.00
449,CA-2016-1666742,2016-04-01 12:10:00,2016-04-03 12:10:00,RB-19360,OFF-ST-10001469,3,0.00
450,CA-2016-1666743,2016-04-01 13:50:56,2016-04-03 13:50:56,RB-19360,OFF-AR-10001953,6,0.00
451,CA-2016-1666744,2016-04-01 14:05:34,2016-04-03 14:05:34,RB-19360,OFF-AR-10003156,3,0.00
452,CA-2016-1666745,2016-04-01 15:46:47,2016-04-03 15:46:47,RB-19360,OFF-AR-10004974,3,0.00
453,CA-2016-1666746,2016-04-01 16:26:39,2016-04-03 16:26:39,RB-19360,TEC-PH-10002365,4,0.00
454,CA-2017-1472771,2017-10-20 00:02:28,2017-10-24 00:02:28,EB-13705,FUR-TA-10001539,2,0.40
455,CA-2017-1472772,2017-10-20 01:52:57,2017-10-24 01:52:57,EB-13705,OFF-ST-10000142,2,0.20
456,CA-2016-1001531,2016-12-13 10:48:42,2016-12-17 10:48:42,KH-16630,TEC-AC-10001772,4,0.00
457,US-2014-1106741,2014-02-12 14:43:35,2014-02-18 14:43:35,SC-20095,FUR-CH-10000225,2,0.20
458,US-2016-1579451,2016-09-26 12:49:42,2016-10-01 12:49:42,NF-18385,FUR-CH-10002331,3,0.30
